 ,Label,Area,Mean,Min,Max,Angle,Length
1,,40.632,7.551,6.424,21.667,-2.603,59.521
2,,40.175,8.259,6.943,40.333,1.975,58.819
3,,39.719,8.366,7.333,58.333,1.332,58.124
4,,38.806,8.429,4.810,59.333,-4.086,56.901
5,,51.132,8.551,4.009,51.333,-4.635,75.246
6,,43.828,8.298,6.333,36.333,-1.809,64.221
7,,44.284,7.899,5.833,51.667,2.386,64.921
8,,16.435,16.923,5.834,124.000,23.629,23.600
9,Mean,39.376,9.285,5.940,55.375,2.024,57.669
10,SD,10.079,3.103,1.093,30.447,9.143,14.980
11,Min,16.435,7.551,4.009,21.667,-4.635,23.600
12,Max,51.132,16.923,7.333,124.000,23.629,75.246
